"File name","process name","ressult process"
"1899_02_01_BCN_DB_T_08_004.jpg","(OCR)","[OK]"
"1899_02_02_BCN_DB_U_34_000.jpg","(OCR)","[OK]"
"1899_02_02_BCN_DB_U_34_001.jpg","(OCR)","[OK]"
"1899_02_02_BCN_DB_U_34_002.jpg","(OCR)","[ERROR]"
"1899_02_03_BCN_DB_M_21_000.jpg","(OCR)","[OK]"
"1899_02_03_BCN_DB_M_21_001.jpg","(OCR)","[OK]"
"1899_02_03_BCN_DB_M_21_002.jpg","(OCR)","[OK]"
"1899_02_03_BCN_DB_M_21_003.jpg","(OCR)","[OK]"
"1899_02_03_BCN_DB_M_21_004.jpg","(OCR)","[ERROR]"
"1899_02_03_BCN_DB_M_21_005.jpg","(OCR)","[OK]"
"1899_02_03_BCN_DB_T_06_000.jpg","(OCR)","[OK]"
"1899_02_03_BCN_DB_T_06_001.jpg","(OCR)","[OK]"
"1899_02_03_BCN_DB_T_06_002.jpg","(OCR)","[ERROR]"
"1899_02_03_BCN_DB_T_06_003.jpg","(OCR)","[OK]"
"1899_02_04_BCN_DB_T_07_000.jpg","(OCR)","[OK]"
"1899_02_04_BCN_DB_T_07_001.jpg","(OCR)","[OK]"
"1899_02_04_BCN_DB_T_07_002.jpg","(OCR)","[ERROR]"
"1899_02_04_BCN_DB_T_07_003.jpg","(OCR)","[OK]"
"1899_02_05_BCN_DB_U_44_000.jpg","(OCR)","[OK]"
"1899_02_05_BCN_DB_U_44_001.jpg","(OCR)","[ERROR]"
"1899_02_05_BCN_DB_U_44_002.jpg","(OCR)","[OK]"
"1899_02_06_BCN_DB_T_06_000.jpg","(OCR)","[OK]"
"1899_02_06_BCN_DB_T_06_001.jpg","(OCR)","[OK]"
"1899_02_06_BCN_DB_T_06_002.jpg","(OCR)","[OK]"
"1899_02_07_BCN_DB_M_34_000.jpg","(OCR)","[OK]"
"1899_02_07_BCN_DB_M_34_001.jpg","(OCR)","[OK]"
"1899_02_07_BCN_DB_M_34_002.jpg","(OCR)","[OK]"
"1899_02_07_BCN_DB_T_07_000.jpg","(OCR)","[OK]"
"1899_02_07_BCN_DB_T_07_001.jpg","(OCR)","[ERROR]"
"1899_02_07_BCN_DB_T_07_002.jpg","(OCR)","[OK]"
"1899_02_07_BCN_DB_T_07_003.jpg","(OCR)","[OK]"
"1899_02_08_BCN_DB_M_33_000.jpg","(OCR)","[OK]"
"1899_02_08_BCN_DB_M_33_001.jpg","(OCR)","[OK]"
"1899_02_08_BCN_DB_M_33_002.jpg","(OCR)","[OK]"
"1899_02_08_BCN_DB_M_33_003.jpg","(OCR)","[OK]"
"1899_02_08_BCN_DB_M_33_004.jpg","(OCR)","[OK]"
"1899_02_08_BCN_DB_M_34_000.jpg","(OCR)","[OK]"
"1899_02_08_BCN_DB_M_34_001.jpg","(OCR)","[ERROR]"
"1899_02_08_BCN_DB_M_34_002.jpg","(OCR)","[OK]"
